aline1,aline2,aline3,aline4,post_code,asset_type
55-77 Odd Churchill Walk,Hackney,London,"",E9 6EU,Block
1-11 ODD Malpas Road,Hackney,London,"",E8 1NA,WalkUpBlock
41-60 Queensbridge Court  Queensbridge Road,Hackney,LONDON,"",E2 8PQ,LowRiseBlock
111-125 ODD Glenarm Road,Hackney,London,"",E5 0NA,WalkUpBlock
FLAT 47 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
1-24 St Helier Court  De Beauvoir Estate,Hackney,London,"",N1 5SD,WalkUpBlock
Clift House 64-72  Colville Street Colvillle Estate,Hackney,London,"",N1 5FN,Block
97-120 Queensbridge Court  Queensbridge Road,Hackney,LONDON,"",E2 8PA,LowRiseBlock
26 East Bank,Hackney,London,"",N16 5QS,WalkUpBlock
27-30 Tavistock Close Plus 31-38 Thornbury Close  Thornbury Close,Hackney,London,"",N16 8UX,WalkUpBlock
25-30 Inglethorpe House 51 Geldeston Road,Hackney,London,"",E5 8RW,WalkUpBlock
1-64 Lea View House  Springfield,Hackney,London,"",E5 9DZ,LowRiseBlock
21 Linthorpe Road,Hackney,London,"",N16 5RE,WalkUpBlock
FLAT 15 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
FLAT 44 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
59 Upper Clapton Road,Hackney,London,"",E5 8AY,MediumRiseBlock
261-285 Banister House  Homerton High Street,Hackney,London,"",E9 6BS,LowRiseBlock
1-9 & 29-30 Acer Road,Hackney,London,"",E8 3GX,Block
85-104 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PS,HighRiseBlock
Lydford Close (17-24) DELETE? Lydford Close,Hackney,London,"",N16 8UT,WalkUpBlock
1-6 Keir Hardie Estate  Keir Hardie Estate,Springfield,Hackney,LONDON,E5 9AT,WalkUpBlock
1-16 Mandalay House  Clissold Crescent,Hackney,London,"",N16 9AX,WalkUpBlock
1-8 Blisworth House  Whiston Road,Hackney,LONDON,"",E2 8SG,WalkUpBlock
60-79 Nisbet House  Homerton High Street,Hackney,London,"",E9 6AL,LowRiseBlock
69-121 ODD Overbury Street,Hackney,LONDON,"",E5 0AW,Block
36 Kyverdale Road,Hackney,London,"",N16 7AH,WalkUpBlock
1-7 ODD Grand Union Crescent,Hackney,London,"",E8 4TR,WalkUpBlock
25-33 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
2-36 EVEN Whiston Road,Hackney,LONDON,"",E2 8BW,WalkUpBlock
64 Cazenove Road,Hackney,London,"",N16 6AA,WalkUpBlock
6 Chestnut Close Plus 45-47 Odd Lordship Road  Lordship Road,Hackney,London,"",N16 0QH,WalkUpBlock
37-48 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
1-50 Newcome House  Powell Road,Hackney,London,"",E5 8DH,LowRiseBlock
101 Mortimer Road,Hackney,London,"",N1 4LB,WalkUpBlock
11 Tryon Crescent,Hackney,London,"",E9 7RY,Block
19-24 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
1-60 Savernake House  Woodberry Down Estate,Hackney,London,"",N4 1QU,LowRiseBlock
1-30 Darcy House  London Fields East Side,Hackney,London,"",E8 3RY,WalkUpBlock
70-74 EVEN Albion Road,Hackney,London,"",N16 9PH,WalkUpBlock
1-24 Felton House *Demolished*  Nuttall Street,Islington,London,"",N1 5PN,WalkUpBlock
16-20 EVEN Wilde Close,Hackney,London,"",E8 4JS,WalkUpBlock
1-23 Odd Median Road Plus 29-34 College Close  College Close,Hackney,London,"",E9 6ER,WalkUpBlock
Victorian Grove (59-81 Odd) DELETE? Victorian Grove,Hackney,London,"",N16 8EY,Block
FLAT 8 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
1-30 Binyon House  Milton Grove,Hackney,London,"",N16 8QT,WalkUpBlock
59 Penshurst Road,Hackney,London,"",E9 7DT,WalkUpBlock
FLAT 62 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-23 Kent Court  Kent Street,Hackney,LONDON,"",E2 8NU,WalkUpBlock
59-118 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6PG,HighRiseBlock
9 Leabourne Road,Hackney,London,"",N16 6SU,WalkUpBlock
1-16 Sillitoe House  Colville Estate,Hackney,London,"",N1 5NH,WalkUpBlock
1-11 Hambledon House  Cricketfield Road,Hackney,London,"",E5 8NT,WalkUpBlock
314-334 EVEN Rowley Gardens,Hackney,London,"",N4 1HP,WalkUpBlock
101-121 Anderson Road,Hackney,London,"",E9 6HJ,LowRiseBlock
114-125 Stanway Court  Geffrye Estate,Hackney,London,"",N1 6SE,WalkUpBlock
56 St Kildas Road,Hackney,London,"",N16 5BX,WalkUpBlock
FLAT 3 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
266-276 EVEN Rowley Gardens,Hackney,London,"",N4 1HW,WalkUpBlock
19-36 Acton House  Lee Street,Hackney,London,"",E8 4HQ,LowRiseBlock
1-12 Priestley Close,Hackney,London,"",N16 6SJ,WalkUpBlock
1-43 Bramfield Court 50 Queens Drive,Hackney,London,"",N4 2XH,HighRiseBlock
13-24 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
Langford Close (11-14) DELETE? Langford Close,Hackney,London,"",E8 2JW,Block
134-140 Lea View House  Springfield,Hackney,London,"",E5 9DZ,WalkUpBlock
4-9 Yatesbury Court  Studley Close,Hackney,London,"",E5 0TZ,Block
1-18 Collins Court  St Philips Road,Hackney,London,"",E8 3BS,HighRiseBlock
1-23 Odd Shannon Court  Dynevor Road,Hackney,London,"",N16 0DB,WalkUpBlock
44 Moundfield Road,Hackney,London,"",N16 6TB,WalkUpBlock
39-52 Chadworth House  Green Lanes,Hackney,London,"",N4 2PB,HighRiseBlock
1-11 ODD Rowley Gardens,Hackney,London,"",N4 1HH,WalkUpBlock
172 Culford Road,Hackney,London,"",N1 4DS,WalkUpBlock
19-28 Shacklewell Row,Hackney,London,"",E8 2EA,WalkUpBlock
23 Clifden Road,Hackney,London,"",E5 0LL,WalkUpBlock
Eleanor Road (92-106 Even) DELETE? Eleanor Road (north),Hackney,London,"",E8 1DN,Block
10-18 Thornbury Close,Hackney,London,"",N16 8UX,WalkUpBlock
FLAT 49 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
FLAT 7 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
1-30 Aldington Court 83 Lansdowne Drive,Hackney,London,"",E8 3HB,HighRiseBlock
Walton Close (1-6) DELETE? Walton Close,Millfields Estate,Hackney,LONDON,E5 0BZ,WalkUpBlock
1-6 Trinity Court  Downham Road,Hackney,London,"",N1 5TH,WalkUpBlock
1-24 Lordship House  Lordship Road,Hackney,London,"",N16 0PT,LowRiseBlock
294 Amhurst Road,Hackney,London,"",N16 7UE,WalkUpBlock
173 Amhurst Road,Hackney,London,"",E8 2AW,WalkUpBlock
1-20 Ralph Brook Court  Chart Street,Hackney,London,"",N1 6DW,WalkUpBlock
Cassland Road (117-175 Odd) DELETE? Cassland Road,Hackney,London,"",E9 5BS,Block
1-15 Darcy House  London Fields East Side,Hackney,London,"",E8 3RY,WalkUpBlock
1-12 Danby House  Frampton Park Road,Hackney,London,"",E9 7RD,LowRiseBlock
1-3 & 7-9 & 13-15 & 19-21 Clissold House  Lordship Road,Hackney,London,"",N16 0PS,LowRiseBlock
FLAT 11 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
52-68 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RX,LowRiseBlock
216 Green Lanes,Hackney,London,"",N4 2HA,WalkUpBlock
75-80 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7JY,WalkUpBlock
45-60 Crondall Court  St Johns Estate,Hackney,LONDON,"",N1 6JJ,WalkUpBlock
57 *DELETE* Darenth Road,Hackney,London,"",N16 6ES,WalkUpBlock
1-6 DELETE? Waterloo Close,Hackney,London,"",E9 6EF,WalkUpBlock
Jarrow Way (21-26) DELETE? Jarrow Way,Hackney,London,"",E9 5PG,Block
Beechwood Road (32-38 Even) DELETE? Beechwood Road,Hackney,London,"",E8 3DY,WalkUpBlock
21-26 Pond Farm Estate,Hackney,LONDON,"",E5 0AA,WalkUpBlock
1-6 Burns House  Shakespeare Walk,Hackney,London,"",N16 8TX,WalkUpBlock
33-47 ODD Abersham Road,Hackney,London,"",E8 2LN,WalkUpBlock
52 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
1-9 Lashio House  Clissold Crescent,Hackney,London,"",N16 9BD,WalkUpBlock
1-8 Karen House  Burma Road,Hackney,London,"",N16 9DX,WalkUpBlock
118-144 EVEN Wick Road,Hackney,London,"",E9 5AN,WalkUpBlock
20 Reighton Road,Hackney,London,"",E5 8SG,WalkUpBlock
14-24 Dunnock Mews  Ottaway Street,Hackney,LONDON,"",E5 8BE,WalkUpBlock
213 Evering Road,Hackney,London,"",E5 8AL,WalkUpBlock
67 Shrubland Road,Hackney,London,"",E8 4NL,WalkUpBlock
25-32 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
FLAT 46 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
93 Mildenhall Road,Hackney,London,"",E5 0RY,WalkUpBlock
FLAT 47 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
247-268 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6NT,WalkUpBlock
FLAT 10 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
6 Queensdown Road,Hackney,London,"",E5 8NN,WalkUpBlock
35-51 *DELETE* Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RX,LowRiseBlock
45-69 Allerton House  Provost Estate,Hackney,London,"",N1 7QX,WalkUpBlock
26-29 Somerford Grove Estate,Hackney,London,"",N16 7TL,WalkUpBlock
41-52 Chaucer Court  Milton Gardens Estate,Hackney,London,"",N16 8TS,WalkUpBlock
133 Brooke Road,Hackney,London,"",N16 7RP,WalkUpBlock
FLAT 43 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
20 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
46-49 Somerford Grove Estate,Hackney,London,"",N16 7TJ,WalkUpBlock
9 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
1-19 Nisbet House  Homerton High Street,Hackney,London,"",E9 6AJ,LowRiseBlock
91-104 Orwell Court  Pownall Road,Hackney,London,"",E8 4PS,WalkUpBlock
1-57 Nevitt House  Cranston Estate,Hackney,London,"",N1 6TD,HighRiseBlock
Tresham Walk (11-21 Odd) DELETE? Tresham Walk,Hackney,London,"",E9 6EN,WalkUpBlock
71-80 Fields Estate  Fields Estate,Lansdowne Drive,Hackney,London,E8 4LS,WalkUpBlock
Beeston Close (15-24) DELETE? Beeston Close,Hackney,London,"",E8 2HG,Block
7 Forburg Road,Hackney,London,"",N16 6HP,WalkUpBlock
1-68 Charles Gardner Court  Haberdasher Street,Hackney,London,"",N1 6DS,HighRiseBlock
1-16 Ashdale House  Woodberry Down Estate,Hackney,London,"",N4 2RZ,HighRiseBlock
Ambleside Close (6-15) DELETE? Ambleside Close,Hackney,London,"",E9 6EY,WalkUpBlock
1-12 Stratton Court  Hertford Road,Hackney,London,"",N1 4SJ,WalkUpBlock
107-126 Fields Estate  Fields Estate,Lansdowne Drive,Hackney,London,E8 4LS,WalkUpBlock
1-11 ODD Caldecott Way,Hackney,LONDON,"",E5 0DA,WalkUpBlock
171-191 ODD Manor Road,Hackney,London,"",N16 5PB,WalkUpBlock
89-132 Cropley Court  Cropley Street,Hackney,London,"",N1 7HH,HighRiseBlock
17-23 ODD Evering Road,Hackney,London,"",N16 7PX,WalkUpBlock
34-39 Burnett Close Plus 22-33 Knights Close  Knights Close,Hackney,London,"",E9 6EW,WalkUpBlock
91 Princess May Road,Hackney,London,"",N16 8DF,WalkUpBlock
FLAT 60 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-12 The Mount  The Mount,Mount Pleasant Lane,Hackney,London,E5 9DP,WalkUpBlock
1-20 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7JU,WalkUpBlock
141-146 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7LA,WalkUpBlock
1-12 Humberton Close,Hackney,London,"",E9 5TW,WalkUpBlock
4 Banbury Road,Hackney,London,"",E9 7DU,WalkUpBlock
12-20 Even Churchill Walk Plus 6-15 Ambleside Close  Ambleside Close,Hackney,London,"",E9 6EY,WalkUpBlock
13-18 Binyon House  Milton Grove,Hackney,London,"",N16 8QT,WalkUpBlock
1-9 Longland Court 94 Mabley Street,Hackney,London,"",E9 5TG,WalkUpBlock
51 Alkham Road,Hackney,London,"",N16 7AA,WalkUpBlock
48 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
2-4 EVEN Richardson Close,Hackney,London,"",E8 4EY,WalkUpBlock
148-158 EVEN Mabley Street,Hackney,London,"",E9 5RN,WalkUpBlock
74 Maury Road,Hackney,London,"",N16 7BT,WalkUpBlock
Fenton Close (11-16) DELETE? Fenton Close,Hackney,London,"",E8 3AF,Block
1-12 Nile House  Provost Estate,Hackney,London,"",N1 7NJ,WalkUpBlock
FLAT 48 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-5 Johnson Close,Hackney,London,"",E8 4PJ,Block
37-58 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6NS,WalkUpBlock
Warneford Street (57;63) DELETE? Warneford Street,Hackney,London,"",E9 7NG,Block
1-24 Vanbrugh House  Loddiges Road,Hackney,London,"",E9 7NP,LowRiseBlock
26 Goulton Road,Hackney,London,"",E5 8HA,Block
7-12 Burns House  Shakespeare Walk,Hackney,London,"",N16 8TX,WalkUpBlock
Redwald Road (55-69 Odd) DELETE? Redwald Road,Hackney,LONDON,"",E5 0JG,Block
1-35 Alden House  Duncan Road,Hackney,London,"",E8 4RA,LowRiseBlock
62-66 EVEN Darenth Road,Hackney,London,"",N16 6EJ,WalkUpBlock
72 Milton Grove,Hackney,London,"",N16 8QY,WalkUpBlock
1-20 Beck House  Dumont Road,Hackney,London,"",N16 0NL,WalkUpBlock
25-29 Odd Southwold Road Plus 3-8 Framlingham Close  Framlingham Close,Hackney,London,"",E5 9PR,WalkUpBlock
Morpeth Grove (4-7) DELETE? Morpeth Grove,Hackney,London,"",E9 7LE,Block
Dunlace Road (15.31) DELETE? Dunlace Road,Hackney,London,"",E5 0NF,Block
7-12 Cromdale Court  Darenth Road,Hackney,London,"",N16 6EF,WalkUpBlock
1-16 Karen House  Burma Road,Hackney,London,"",N16 9DX,WalkUpBlock
122 Geldeston Road,Hackney,London,"",E5 8RS,WalkUpBlock
19-24 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
91 Benthal Road,Hackney,London,"",N16 7AP,WalkUpBlock
Camerton Close (6-12) DELETE? Camerton Close,Hackney,London,"",E8 3TB,Block
19-29 ODD Grand Union Crescent,Hackney,London,"",E8 4TR,Block
119-126 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6PG,WalkUpBlock
17-32 Ashdale House  Woodberry Down Estate,Hackney,London,"",N4 2RZ,HighRiseBlock
Caldecott Way (13-15 Odd) DELETE? Caldecott Way,Hackney,LONDON,"",E5 0DB,Block
20-49 Warburton House  Warburton Street,Hackney,London,"",E8 3RS,WalkUpBlock
115 Clapton Common,Hackney,LONDON,"",E5 9AB,WalkUpBlock
St Johns Church Road (28-30) DELETE? St Johns Church Road,Hackney,London,"",E9 6EJ,Block
1-22 Grasmere House  Howard Road,Hackney,London,"",N16 8PP,WalkUpBlock
2-12 EVEN Whiston Road,Hackney,LONDON,"",E2 8BW,WalkUpBlock
1-6 Lyttleton House  Well Street,Hackney,London,"",E9 7NN,WalkUpBlock
6 Cranwich Road,Hackney,London,"",N16 5JX,WalkUpBlock
"1-50 Petherton House *Demolished"" Woodberry Down Estate",Hackney,London,"",N4 2NN,LowRiseBlock
Kinder House 1-20  Cranston Estate,Hackney,London,"",N1 5EJ,WalkUpBlock
60 Maury Road,Hackney,London,"",N16 7BT,WalkUpBlock
1 Swan Lane,Hackney,London,"",N4 2NF,Block
13-18 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
86 Nightingale Road,Hackney,London,"",E5 8NB,WalkUpBlock
Cromer Terrace (1-16) DELETE? Cromer Terrace,Hackney,London,"",E8 2HL,Block
1-113 Buckland Court  St Johns Estate,Hackney,London,"",N1 5EP,WalkUpBlock
141-149 Lea View House  Springfield,Hackney,London,"",E5 9DZ,WalkUpBlock
31-60 Sylvia Court  Cavendish Street,Hackney,London,"",N1 7PE,LowRiseBlock
Roding Road (1.26.88.92.98.103 DELETE? Roding Road,Hackney,LONDON,"",E5 0DN,Block
Hayling Close (1-12) DELETE? Hayling Close,Hackney,London,"",N16 8UR,WalkUpBlock
4-6 EVEN Magnin Close,Hackney,London,"",E8 4LF,WalkUpBlock
1-24 Clissold House  Lordship Road,Hackney,London,"",N16 0PS,LowRiseBlock
48-57 Marcon Court  Amhurst Road,Hackney,London,"",E8 1LN,WalkUpBlock
14-20 Even Buttermere Walk Plus 1-2 Houghton Close  Houghton Close,Hackney,London,"",E8 3TQ,WalkUpBlock
1-30 Cordelia House  Arden Estate,Hackney,London,"",N1 6RG,LowRiseBlock
1-80 Latimer House  Morning Lane,Hackney,London,"",E9 6HE,HighRiseBlock
1-43 Debenham Court  Pownall Road,Hackney,London,"",E8 4PY,LowRiseBlock
1-2 Camerton Close Plus 22-28 Even Buttermere Walk  Buttermere Walk,Hackney,London,"",E8 3TA,WalkUpBlock
9-17 Odd Swinnerton Street Plus 15-24 Castle Close  Castle Close,Hackney,London,"",E9 5TN,WalkUpBlock
18 Durlston Road,Hackney,London,"",E5 8RR,WalkUpBlock
1-5 ODD Manor Road,Hackney,London,"",N16 5SQ,WalkUpBlock
3-14 Southmoor Way,Hackney,London,"",E9 5NL,WalkUpBlock
"Barley Ct 1-33 Plus 8 Murrain Rd & 1, 5, 7 & 9 Casbeard St 3 Casbeard Street",Hackney,London,"",N4 2GD,Block
26-40 EVEN Smalley Close,Hackney,London,"",N16 7LE,WalkUpBlock
1-49 St Martins Court  De Beauvoir Estate,Hackney,London,"",N1 5TD,LowRiseBlock
1-71 Blandford Court  St Peters Way,Hackney,London,"",N1 4SA,WalkUpBlock
46 Moundfield Road,Hackney,London,"",N16 6TB,WalkUpBlock
215-226 Lea View House  Springfield,Hackney,London,"",E5 9EB,LowRiseBlock
35-43 ODD Brougham Road,Hackney,London,"",E8 4PB,WalkUpBlock
FLAT 14 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-6 Bethune Lodge 49-51 Bethune Road,Hackney,London,"",N16 5EF,WalkUpBlock
25-30 Lister Court  Yoakley Road,Hackney,London,"",N16 0BE,HighRiseBlock
13-24 Barton Close,Hackney,London,"",E9 6EZ,WalkUpBlock
Chatham Place (1-23 Odd) DELETE? Chatham Place,Hackney,London,"",E9 6LX,Block
Loanda Close (1-7) DELETE? Loanda Close,Hackney,London,"",E8 4EL,WalkUpBlock
King Edwards Road (23) DELETE? King Edwards Road,Hackney,London,"",E9 7SF,Block
56 Forburg Road,Hackney,London,"",N16 6HT,WalkUpBlock
Cropley Street (3-13 Odd) DELETE? Cavendish Street,Hackney,London,"",N1 7HG,Block
18 April Street,Hackney,London,"",E8 2EF,Block
1-22 Rochford Walk,Blackstone Estate,Hackney,London,E8 3HG,WalkUpBlock
10-18 Baslow Walk,Hackney,London,"",E5 0TD,Block
64-70 EVEN Walford Road,Hackney,London,"",N16 8ED,WalkUpBlock
16 Sanford Terrace,Hackney,London,"",N16 7LH,WalkUpBlock
49-99 The Mount  The Mount,Upper Clapton Road,Hackney,London,E5 9JU,HighRiseBlock
113-136 Catherwood Court  Murray Grove,Hackney,London,"",N1 7PX,HighRiseBlock
1-29 Turner Court Bevenden Street,Hackney,LONDON,"",N1 6FZ,Block
1-9 Chatsworth Estate  Chatsworth Estate,Elderfield Road,Hackney,LONDON,E5 0BA,WalkUpBlock
20 Mildenhall Road,Hackney,London,"",E5 0RU,WalkUpBlock
1-12 Barton Close,Hackney,London,"",E9 6EZ,Block
10 Powerscroft Road,Hackney,London,"",E5 0PU,WalkUpBlock
169 Lower Clapton Road,Hackney,London,"",E5 8EQ,WalkUpBlock
1-20 Medway House  Carysfort Road,Hackney,London,"",N16 9AJ,WalkUpBlock
50-69 Bletchley Court  Wenlock Street,Hackney,London,"",N1 7NY,HighRiseBlock
1-15 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DG,LowRiseBlock
7-14 Castle Close,Hackney,London,"",E9 5TN,Block
11-13 ODD Shrubland Road,Hackney,London,"",E8 4NL,WalkUpBlock
2-40 Even Anna Close plus 1-49 ODD Samuel Close  Anna Close,Hackney,London,"",E8 4NW,WalkUpBlock
Offas Mead (27-29) DELETE? Offas Mead,Hackney,London,"",E9 5PQ,Block
18-24 EVEN Richardson Close,Hackney,London,"",E8 4EY,WalkUpBlock
36-85 Follingham Court  Drysdale Place,Hackney,London,"",N1 6LZ,LowRiseBlock
40-59 Nisbet House  Homerton High Street,Hackney,London,"",E9 6AL,LowRiseBlock
1-24 Milford Court  Leatherhead Close,Hackney,London,"",N16 5RQ,WalkUpBlock
49-64 Burtonwood House  Woodberry Down Estate,Hackney,London,"",N4 2RY,HighRiseBlock
1-12 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
1-50 Linslade House Blk  Whiston Road,Hackney,LONDON,"",E2 8SB,LowRiseBlock
1-15 Clevedon Close,Hackney,London,"",N16 7LD,WalkUpBlock
18-20 Sotheran Close,Hackney,London,"",E8 4LH,WalkUpBlock
1-16 Prome House  Green Lanes,Hackney,London,"",N16 9DU,WalkUpBlock
1-4 & 17-18 Radley Square,Hackney,London,"",E5 9PN,WalkUpBlock
34-44 EVEN Brougham Road,Hackney,London,"",E8 4PD,WalkUpBlock
21 Seal Street,Hackney,London,"",E8 2EE,WalkUpBlock
1-12 Warner House  Barnabas Road,Hackney,London,"",E9 5SF,WalkUpBlock
48-106 EVEN Frampton Park Road,Hackney,London,"",E9 6QJ,WalkUpBlock
87-125 ODD Lordship Road,Hackney,London,"",N16 5HF,WalkUpBlock
5-12 Offley House  Berger Road,Hackney,London,"",E9 6HQ,WalkUpBlock
14 15 20 Moye Close,Hackney,LONDON,"",E2 8QN,WalkUpBlock
132 Lansdowne Drive,Hackney,London,"",E8 4NF,WalkUpBlock
287-292 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LT,WalkUpBlock
1-35 Marsworth House  Whiston Road,Hackney,LONDON,"",E2 8RU,HighRiseBlock
163-177 ODD Wick Road,Gascoyne Estate 2,Hackney,London,E9 5AF,WalkUpBlock
1-12 Lilian Close,Hackney,London,"",N16 0SG,WalkUpBlock
139 Osbaldeston Road,Hackney,London,"",N16 6ND,WalkUpBlock
1-25 Bayhurst House  Woodberry Down Estate,Hackney,London,"",N4 2SQ,LowRiseBlock
100-102 EVEN Clarence Road,Hackney,London,"",E5 8HB,WalkUpBlock
FLAT 5 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-3 Sotheran Close,Hackney,London,"",E8 4LH,WalkUpBlock
1-8 Belfast Court  Belfast Road,Hackney,London,"",N16 6UW,WalkUpBlock
FLAT 21 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Queensbridge Road (405-439 Odd DELETE? Queensbridge Road,Hackney,London,"",E8 3NH,Block
1-8 Shelley House  Shakspeare Walk,Hackney,London,"",N16 8TJ,LowRiseBlock
73-103 Debenham Court  Pownall Road,Hackney,London,"",E8 4PZ,LowRiseBlock
210 Queensbridge Road,Hackney,London,"",E8 3NB,WalkUpBlock
1-7 ODD Hay Street,Hackney,LONDON,"",E2 8RN,WalkUpBlock
18-36 Even Brownlow Road,Hackney,London,"",E8 4NR,Block
49 Londesborough Road,Hackney,London,"",N16 8RN,WalkUpBlock
1-10 Studley Close,Hackney,London,"",E5 0TY,Block
34 Chailey Street,Hackney,London,"",E5 0RX,WalkUpBlock
1-80 Gilby House  Berger Road,Hackney,London,"",E9 6HT,HighRiseBlock
13-18 Bransby Court 40 Nevill Road,Hackney,LONDON,"",N16 8SG,WalkUpBlock
1-11 ODD & 57-67 ODD Broke Walk,Hackney,London,"",E8 4SH,WalkUpBlock
64-66 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
1-18 Boscombe Close,Hackney,London,"",E5 0TU,WalkUpBlock
Hassett Road (54-70 Even) DELETE? Hassett Road,Hackney,London,"",E9 5SN,Block
FLAT 11 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
19-24 Inglethorpe House 51 Geldeston Road,Hackney,London,"",E5 8RW,WalkUpBlock
37-48 The Mount  The Mount,Mount Pleasant Lane,Hackney,London,E5 9DP,WalkUpBlock
1-23 ODD Flanders Way,Hackney,London,"",E9 6HG,WalkUpBlock
17 April Street,Hackney,London,"",E8 2EF,Block
1-25 Kinver House  Woodberry Down Estate,Hackney,LONDON,"",N4 2RW,LowRiseBlock
10-15 Beecholme Estate  Beecholme Estate,Prout Road,Hackney,London,E5 9NR,WalkUpBlock
204 Queensbridge Road,Hackney,London,"",E8 3NB,WalkUpBlock
15 Clapton Terrace,Hackney,London,"",E5 9BW,WalkUpBlock
100-111 Somerford Grove Estate,Hackney,London,"",N16 7TN,WalkUpBlock
A-D 378 Green Lanes,Hackney,London,"",N4 1DA,WalkUpBlock
47-57 Nevitt House  Cranston Estate,Hackney,London,"",N1 6TD,HighRiseBlock
FLAT 43 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Amhurst Road (21-41 Odd) DELETE? Amhurst Road,Hackney,London,"",N16 7UW,Block
9-15 Odd Oriel Road DELETE? Oriel Road,Hackney,London,"",E9 5SG,Block
DELETE? Homerton High Street,Hackney,London,"",E9 6AJ,LowRiseBlock
57 Forburg Road,Hackney,London,"",N16 6HR,WalkUpBlock
134 Albion Road,Hackney,London,"",N16 9PA,WalkUpBlock
1-3 Denton Way Plus 1-6 Welford Close  Welford Close,Hackney,LONDON,"",E5 0DL,WalkUpBlock
181 Victoria Park Road,Hackney,London,"",E9 7JN,WalkUpBlock
1-60 Hathaway House  Arden Estate,Hackney,London,"",N1 6QE,LowRiseBlock
112-114 EVEN Nevill Road,Hackney,London,"",N16 8SW,Block
20-36 EVEN Ballance Road,Hackney,London,"",E9 5SR,WalkUpBlock
59-73 ODD Brougham Road,Hackney,London,"",E8 4PB,WalkUpBlock
147A Hoxton Street,Hackney,London,"",N1 6QG,Block
1-14 Nottingham House  Portland Rise,Hackney,London,"",N4 2PU,WalkUpBlock
